Page,Question,Answer,question,generated_answer,evaluation,correct_answer
32,What is covered in the rest of Europe?,"The cover you have in the rest of Europe will also cover:

>Crossings between countries where your car is being transported by a recognised carrier.
>Any customs duty you need to pay on your car because of repairs that are covered by the policy.",What is covered in the rest of Europe?,"Car insurance cover in the rest of Europe The cover you have in the rest of Europe will also cover: - Crossings between countries where your car is being transported by a recognised carrier. - Any customs duty you need to pay on your car because of repairs that are covered by the policy.
You’re not covered in the rest of Europe if: - If your cover includes Motor Legal Cover, this part of your cover doesn’t apply outside the territorial limits, apart from for road traffic accident claims. - If anyone is driving a car other than your car. - If you have a courtesy car, it cannot be used outside the territorial limits. - If you have Guaranteed Hire Car Plus, and you have been provided with a hire car, this policy doesn’t give you cover to drive outside the territorial limits.
Please check with the company that we instruct to give you the hire car to see if you are covered by their insurance.",0.9416071421145036,The cover you have in the rest of Europe will also cover: >Crossings between countries where your car is being transported by a recognised carrier. >Any customs duty you need to pay on your car because of repairs that are covered by the policy.
32,What is not covered in the rest of Europe?,"You’re not covered in the rest of Europe

8If your cover includes Motor Legal Cover, this part of your cover doesn’t apply outside the territorial limits, apart from for road traffic accident claims.
8If anyone is driving a car other than your car.
8If you have a courtesy car, it cannot be used outside the territorial limits.
8If you have Guaranteed Hire Car Plus, and you have been provided with a hire car, this policy doesn’t give you cover to drive outside the territorial limits. Please check with the company that we instruct to give you the hire car to see if you are covered by their insurance.",What is not covered in the rest of Europe?,"Car insurance cover in the rest of Europe The cover you have in the rest of Europe will also cover: - Crossings between countries where your car is being transported by a recognised carrier. - Any customs duty you need to pay on your car because of repairs that are covered by the policy.
You’re not covered in the rest of Europe if: - If your cover includes Motor Legal Cover, this part of your cover doesn’t apply outside the territorial limits, apart from for road traffic accident claims. - If anyone is driving a car other than your car. - If you have a courtesy car, it cannot be used outside the territorial limits. - If you have Guaranteed Hire Car Plus, and you have been provided with a hire car, this policy doesn’t give you cover to drive outside the territorial limits.
Please check with the company that we instruct to give you the hire car to see if you are covered by their insurance.",0.9592216532638383,"You’re not covered in the rest of Europe 8If your cover includes Motor Legal Cover, this part of your cover doesn’t apply outside the territorial limits, apart from for road traffic accident claims. 8If anyone is driving a car other than your car. 8If you have a courtesy car, it cannot be used outside the territorial limits. 8If you have Guaranteed Hire Car Plus, and you have been provided with a hire car, this policy doesn’t give you cover to drive outside the territorial limits.
Please check with the company that we instruct to give you the hire car to see if you are covered by their insurance."
33,What situations does the insurance policy not cover losses for?,"The insurance policy does not cover losses that occur while the car is being driven by someone who is not named or listed as excluded as a driver on the certificate of motor insurance or car insurance details, or if the car is being used for a purpose that is not shown as allowed on the certificate of motor insurance or car insurance details.",What situations does the insurance policy not cover losses for?,"If you’re in a motor contract dispute We’ll provide cover for the costs for you to pursue or defend a breach of contract claim within the territorial limits for: - Buying or selling your car. - Buying or hiring goods or services for your car.
If you’re in a road traffic accident You can use this cover if you’re in a road traffic accident with a moving vehicle, as defined by the Road Traffic Act, where someone else is to blame.
We’ll pay the costs to help you claim your uninsured losses from the person who was to blame for the accident.
Examples of the uninsured losses you may claim for include: - Compensation for your death or bodily injury. - Accident repair costs if you don’t have Comprehensive or Comprehensive Plus cover (we’ll cover repair costs ourselves under these policies). - Damage to any belongings in your car that you’re legally responsible for. - Any other financial losses that happened as a direct result of the accident.
The motor legal helpline",0.8607632181953171,"The insurance policy does not cover losses that occur while the car is being driven by someone who is not named or listed as excluded as a driver on the certificate of motor insurance or car insurance details, or if the car is being used for a purpose that is not shown as allowed on the certificate of motor insurance or car insurance details."
33,What specific conditions related to the driver can result in the policy not covering losses?,"The policy will not cover losses if the car is driven by someone who does not have a valid driving license, is disqualified from holding or obtaining a driving license, or is breaking the conditions of their driving license.",What specific conditions related to the driver can result in the policy not covering losses?,"Other exclusions We don’t cover: - Damage caused by any driver insured on this policy to any property they own or are responsible for. - Liability for loss of, or accidental damage to, any car you’re driving or any trailer or vehicle you’re towing. - Death of, or injury to anyone working with or for the driver of the car (except as set out in the Road Traffic Act). --- # Section 1: Liability Liability for automated cars in Great Britain We’ll provide cover for accidents caused by your automated car when it is lawfully driving itself on a road or other public place in Great Britain. # Words with a specific meaning When we use these words or terms in this sub-section they have these specific meanings (unless we say differently).
Insured person: The policyholder and anyone else insured by this policy to drive your automated car with your permission.",0.8349730411846422,"The policy will not cover losses if the car is driven by someone who does not have a valid driving license, is disqualified from holding or obtaining a driving license, or is breaking the conditions of their driving license."
33,In what circumstances will the policy cover losses or damage to the car even if it is being driven without permission?,The policy will cover losses or damage to the car even if it is being driven without permission if the incident has been reported to the police and a crime reference number has been provided.,In what circumstances will the policy cover losses or damage to the car even if it is being driven without permission?,"Other exclusions We don’t cover: - Damage caused by any driver insured on this policy to any property they own or are responsible for. - Liability for loss of, or accidental damage to, any car you’re driving or any trailer or vehicle you’re towing. - Death of, or injury to anyone working with or for the driver of the car (except as set out in the Road Traffic Act). --- # Section 1: Liability Liability for automated cars in Great Britain We’ll provide cover for accidents caused by your automated car when it is lawfully driving itself on a road or other public place in Great Britain. # Words with a specific meaning When we use these words or terms in this sub-section they have these specific meanings (unless we say differently).
Insured person: The policyholder and anyone else insured by this policy to drive your automated car with your permission.",0.8414487820641856,The policy will cover losses or damage to the car even if it is being driven without permission if the incident has been reported to the police and a crime reference number has been provided.
35,What are the exclusions for pressure waves?,We don’t cover any damage caused by pressure waves from an aircraft or other flying object travelling at or beyond the speed of sound.,What are the exclusions for pressure waves?,"Pressure waves We don’t cover any damage caused by pressure waves from an aircraft or other flying object travelling at or beyond the speed of sound. |Automated cars|We won’t cover any loss, damage or injury caused by your automated car driving itself at any time or place that the use of automated functions is unlawful.| |---|---| | |Unless we’re required to do so under the law of the country in which the accident occurs, we won’t cover any loss, damage or injury:| | |- To the person in charge of your automated car where the accident was wholly due to that person’s negligence in allowing your automated car to begin driving itself when it was not appropriate to do so.| | |- To an insured person if the accident is caused by a failure to install safety critical updates to your automated car or its software has been altered without the approval of the manufacturer.
We may also require an insured person to repay us any amounts that we are required by law to pay.|",0.8786102452594176,We don’t cover any damage caused by pressure waves from an aircraft or other flying object travelling at or beyond the speed of sound.
35,What are the exclusions for automated cars?,"We won’t cover any loss, damage or injury caused by your automated car driving itself at any time or place that the use of automated functions is unlawful.
Unless we’re required to do so under the law of the country in which the accident occurs, we won’t cover any loss, damage or injury:
• To the person in charge of your automated car where the accident was wholly due to that person’s negligence in allowing your automated car to begin driving itself when it was not appropriate to do so.
• To an insured person if the accident is caused by a failure to install safety critical updates to your automated car or its software has been altered without the approval of the manufacturer. We may also require an insured person to repay us any amounts that we are required by law to pay.",What are the exclusions for automated cars?,"Other exclusions We don’t cover: - Damage caused by any driver insured on this policy to any property they own or are responsible for. - Liability for loss of, or accidental damage to, any car you’re driving or any trailer or vehicle you’re towing. - Death of, or injury to anyone working with or for the driver of the car (except as set out in the Road Traffic Act). --- # Section 1: Liability Liability for automated cars in Great Britain We’ll provide cover for accidents caused by your automated car when it is lawfully driving itself on a road or other public place in Great Britain. # Words with a specific meaning When we use these words or terms in this sub-section they have these specific meanings (unless we say differently).
Insured person: The policyholder and anyone else insured by this policy to drive your automated car with your permission.",0.9189185660790796,"We won’t cover any loss, damage or injury caused by your automated car driving itself at any time or place that the use of automated functions is unlawful.
Unless we’re required to do so under the law of the country in which the accident occurs, we won’t cover any loss, damage or injury: • To the person in charge of your automated car where the accident was wholly due to that person’s negligence in allowing your automated car to begin driving itself when it was not appropriate to do so. • To an insured person if the accident is caused by a failure to install safety critical updates to your automated car or its software has been altered without the approval of the manufacturer.
We may also require an insured person to repay us any amounts that we are required by law to pay."
35,What are the exclusions for cyber?,"We don’t cover any loss, damage, legal liability, cost or expense caused by: 
• Failure, or partial failure of any computer or computer system.
• Loss or partial loss of any electronic data.
• Repair, replacement or restoration of any electronic data.
• A cyber event.",What are the exclusions for cyber?,"|Cyber|We don’t cover any loss, damage, legal liability, cost or expense caused by:| |---|---| | |- Failure, or partial failure of any computer or computer system.| | |- Loss or partial loss of any electronic data.| | |- Repair, replacement or restoration of any electronic data.| | |- A cyber event.| Page 35 --- # Other conditions you need to know about Following the policy terms We’ll only provide the cover set out in this policy if you keep to all the terms of the policy.
This includes Guaranteed Hire Car Plus or Motor Legal Cover if you have these covers.
Providing accurate information You must ensure that all information given to us is correct and complete to the best of your knowledge at all times.
This includes information about all drivers under the policy or modifications to your car.
If you don’t provide correct and complete information or inform us of any changes, this could invalidate your policy, increase your premium or mean we don’t pay claims in full or at all.",0.8977748649892108,"We don’t cover any loss, damage, legal liability, cost or expense caused by: • Failure, or partial failure of any computer or computer system. • Loss or partial loss of any electronic data. • Repair, replacement or restoration of any electronic data. • A cyber event."
36,What are the consequences of not providing accurate information or informing about changes?,"If you don’t provide correct and complete information or inform us of any changes, this could invalidate your policy, increase your premium or mean we don’t pay claims in full or at all.",What are the consequences of not providing accurate information or informing about changes?,"If you don’t provide correct and complete information or inform us of any changes, this could invalidate your policy or mean we don’t pay claims in full or at all.
Changing your policy You can make a temporary or permanent change to the policy at any time during the year.
If you do this, you may have to pay an administration fee as well as any additional premium.
Please see your car insurance details for more information on the administration fee.
Paying your premium If you change your car insurance and there’s an extra premium to pay, you can pay this at the time of the change, or add it to your monthly payments.
What happens if we can’t collect your payment",0.8968222979499709,"If you don’t provide correct and complete information or inform us of any changes, this could invalidate your policy, increase your premium or mean we don’t pay claims in full or at all."
36,What is considered a modification to your car?,"Modifications are changes to your car’s standard specification, including optional extras.",What is considered a modification to your car?,"Taking care of your car - Make sure your car is roadworthy. - Take all reasonable steps to protect your car and its contents from loss or damage. - Make sure any property left in an open or convertible car is in a locked boot or locked glove compartment. - Allow us to examine your car at any reasonable time if we ask you.
Modifications to your car Modifications are changes to your car’s standard specification, including optional extras.
If you wish to modify your car, you must tell us what modifications you want to make, and we must agree to them beforehand.
Modifications include changes to the appearance or the performance of your car, including wheels, suspension, bodywork, engine, and any additional software features (excluding those provided free as software updates by the manufacturer).
This is not a complete list.
If you don’t provide correct and complete information or inform us of any changes, this could invalidate your policy or mean we don’t pay claims in full or at all.",0.881614254027185,"Modifications are changes to your car’s standard specification, including optional extras."
36,What happens if fraud is discovered?,"If we discover fraud, we have the right to: Cancel any other products you hold with U K Insurance Limited. Cancel this policy, if the fraud happened under any other policy you hold with U K Insurance Limited. Share information about your behaviour with other organisations to prevent further fraud. We may also involve the relevant authorities who can bring criminal proceedings.",What happens if fraud is discovered?,"Fraud You must be honest in your dealings with us at all times.
We won’t pay a claim that is in any way fraudulent, false, or exaggerated.
If you, any person insured under this policy, or anyone acting on your behalf attempts to deceive us, or knowingly makes a fraudulent, false, or exaggerated claim, we may: - Cancel your policy. - Reject your claim and any following claims. - Keep any premium you have paid.
What happens if we discover fraud - Cancel any other products you hold with U K Insurance Limited. - Cancel this policy, if the fraud happened under any other policy you hold with U K Insurance Limited. - Share information about your behavior with other organizations to prevent further fraud.
We may also involve the relevant authorities who can bring criminal proceedings.
Other insurance",0.9471410077226732,"If we discover fraud, we have the right to: Cancel any other products you hold with U K Insurance Limited.
Cancel this policy, if the fraud happened under any other policy you hold with U K Insurance Limited.
Share information about your behaviour with other organisations to prevent further fraud.
We may also involve the relevant authorities who can bring criminal proceedings."
37,What does the policy cover?,"The policy covers anyone insured to drive your car as part of a car sharing arrangement (carrying passengers for payment), provided that the car isn't made or adapted to carry more than 8 passengers and a driver, you're not carrying the passengers as part of a business, you're not making a profit from the passengers' payments or from allowing someone to drive, and you're not renting your car out or using a peer-to-peer hire scheme to do so.",What does the policy cover?,"We’ll provide cover up to the amounts shown in ‘What your cover includes’ on page 8.
If someone needs emergency medical treatment Included with: - TPFT - Essential - Comp - Comp+ Cover for other people Included with: - TPFT - Essential - Comp - Comp+ We’ll also cover any of the following people for their liability to others: - Anyone insured by this policy to drive your car, if they have the policyholder’s permission. - Anyone that the policyholder allows to use, but not drive, your car. - Anyone getting into or out of your car. - The legal representative of anyone covered if that person dies. - The employer or business partner of anyone covered while your car is being used for business purposes, if your certificate of motor insurance includes business use.
We’ll cover emergency medical treatment if it’s our responsibility under the Road Traffic Act.",0.8663394963585953,"The policy covers anyone insured to drive your car as part of a car sharing arrangement (carrying passengers for payment), provided that the car isn't made or adapted to carry more than 8 passengers and a driver, you're not carrying the passengers as part of a business, you're not making a profit from the passengers' payments or from allowing someone to drive, and you're not renting your car out or using a peer-to-peer hire scheme to do so."
37,When is the insurance company entitled to act on your behalf?,"The insurance company is entitled to do either of the following: Take over and carry out the negotiation, defence or settlement of any claim in your name, or in the name of any other person covered by this policy; or Start legal proceedings in your name, or in the name of any other person connected to this policy. This can be for your benefit or our own benefit.",When is the insurance company entitled to act on your behalf?,"# When we can act on your behalf We’re entitled to do either of the following: - Take over and carry out the negotiation, defence or settlement of any claim in your name, or in the name of any other person covered by this policy. - Start legal proceedings in your name, or in the name of any other person connected to this policy.
This can be for your benefit or our own benefit. # After your cover starts You must tell us as soon as possible if: - You change the address where your car is normally kept overnight. - Anyone covered by the policy changes their occupation. - Anyone covered by the policy passes their driving test. - Any contact details change, for example, your email address. - Any other policyholder details change.
You can see the details we have on your car insurance details.
These changes may mean we need to increase or reduce the premium, or in some cases cancel your policy. --- # How the policy works continued Before renewal",0.8895465587874726,"The insurance company is entitled to do either of the following: Take over and carry out the negotiation, defence or settlement of any claim in your name, or in the name of any other person covered by this policy; or Start legal proceedings in your name, or in the name of any other person connected to this policy.
This can be for your benefit or our own benefit."
37,What changes must you tell the insurance company about before your cover starts?,"Before your cover starts, you must tell the insurance company if anything has changed since you received your quote, such as: Anything about your car changes; You or any other driver have any claims or convictions that you haven't already told us about; There are any changes to how your car is used, for example if you change from social, domestic and pleasure use to business use; There are any modifications made to your car (see ‘Modifications to your car’ on page 36); You want to add another driver to the policy, or make any other change to who can drive your car; or You want to change to a higher level of cover, for example from Third Party, Fire and Theft to Comprehensive.",What changes must you tell the insurance company about before your cover starts?,"You can see the details we have on your car insurance details.
These changes may mean we need to increase or reduce the premium, or in some cases cancel your policy. --- # How the policy works continued Before renewal You must tell us about any incident or motoring offence that’s happened since your cover started.
For example, if anyone covered by the policy has had: - Any motoring convictions, endorsements, penalty points, fixed penalties (excluding parking penalties), speed camera offences or disqualifications. - Any incidents, thefts or losses, even if they didn’t claim or were not to blame. - Any insurance cancelled by another insurer for fraud or misrepresentation.
If you don’t tell us about changes If you don’t provide correct and complete information or inform us of any changes, this could invalidate your policy or mean we don’t pay claims in full or at all.
Changing your policy You can make a temporary or permanent change to the policy at any time during the year.",0.9205020233907656,"Before your cover starts, you must tell the insurance company if anything has changed since you received your quote, such as: Anything about your car changes; You or any other driver have any claims or convictions that you haven't already told us about; There are any changes to how your car is used, for example if you change from social, domestic and pleasure use to business use; There are any modifications made to your car (see ‘Modifications to your car’ on page 36); You want to add another driver to the policy, or make any other change to who can drive your car; or You want to change to a higher level of cover, for example from Third Party, Fire and Theft to Comprehensive."
38,What information must be disclosed before policy renewal?,"Any motoring convictions, endorsements, penalty points, fixed penalties (excluding parking penalties), speed camera offences or disqualifications. Any incidents, thefts or losses, even if they didn't claim or were not to blame. Any insurance cancelled by another insurer for fraud or misrepresentation.",What information must be disclosed before policy renewal?,"You can see the details we have on your car insurance details.
These changes may mean we need to increase or reduce the premium, or in some cases cancel your policy. --- # How the policy works continued Before renewal You must tell us about any incident or motoring offence that’s happened since your cover started.
For example, if anyone covered by the policy has had: - Any motoring convictions, endorsements, penalty points, fixed penalties (excluding parking penalties), speed camera offences or disqualifications. - Any incidents, thefts or losses, even if they didn’t claim or were not to blame. - Any insurance cancelled by another insurer for fraud or misrepresentation.
If you don’t tell us about changes If you don’t provide correct and complete information or inform us of any changes, this could invalidate your policy or mean we don’t pay claims in full or at all.
Changing your policy You can make a temporary or permanent change to the policy at any time during the year.",0.8792701396233882,"Any motoring convictions, endorsements, penalty points, fixed penalties (excluding parking penalties), speed camera offences or disqualifications.
Any incidents, thefts or losses, even if they didn't claim or were not to blame.
Any insurance cancelled by another insurer for fraud or misrepresentation."
38,What are the consequences of not providing correct and complete information or informing the insurer of any changes?,The policy could be invalidated or claims may not be paid in full or at all.,What are the consequences of not providing correct and complete information or informing the insurer of any changes?,"If you don’t provide correct and complete information or inform us of any changes, this could invalidate your policy or mean we don’t pay claims in full or at all.
Changing your policy You can make a temporary or permanent change to the policy at any time during the year.
If you do this, you may have to pay an administration fee as well as any additional premium.
Please see your car insurance details for more information on the administration fee.
Paying your premium If you change your car insurance and there’s an extra premium to pay, you can pay this at the time of the change, or add it to your monthly payments.
What happens if we can’t collect your payment",0.8482030663117934,The policy could be invalidated or claims may not be paid in full or at all.
38,What are the options for changing the policy?,"Temporary or permanent changes can be made at any time during the year, but an administration fee and additional premium may apply.",What are the options for changing the policy?,"If you don’t provide correct and complete information or inform us of any changes, this could invalidate your policy or mean we don’t pay claims in full or at all.
Changing your policy You can make a temporary or permanent change to the policy at any time during the year.
If you do this, you may have to pay an administration fee as well as any additional premium.
Please see your car insurance details for more information on the administration fee.
Paying your premium If you change your car insurance and there’s an extra premium to pay, you can pay this at the time of the change, or add it to your monthly payments.
What happens if we can’t collect your payment",0.8873790971731539,"Temporary or permanent changes can be made at any time during the year, but an administration fee and additional premium may apply."
39,What happens if you make a claim or use your Green Flag cover before the cancellation or removal of your policy?,You will not receive a refund for any car insurance premium or Green Flag breakdown cover premium.,What happens if you make a claim or use your Green Flag cover before the cancellation or removal of your policy?,"If you’ve made a claim, and/or used your Green Flag cover, before the cancellation or removal happens: For the policy and car insurance cover options, e.g.
Protected No Claim Discount: We will not refund any car insurance premium if you have made a car insurance claim or if one has been made against you during pe period of cover (regardless of wheper you pay annually or by monply instalments under a credit agreement).
If you pay by instalments under a credit agreement, you must pay to us (1) all instalment payments pat have already fallen due under pe credit agreement and remain unpaid, and (2) pe total remaining balance under pe credit agreement.
If we agree to pay your claim and you have not paid pe amounts due to us under (1) and (2) above, we may reduce pe amount pat we pay in settlement of your claim by pe amount pat you owe us.
Alternatively, we may write to you asking you for pe full payment.
For Green Flag breakdown cover:",0.8721294886890854,You will not receive a refund for any car insurance premium or Green Flag breakdown cover premium.
39,What are the consequences of not paying the amounts due under a credit agreement after making a claim?,"The amount paid in settlement of your claim may be reduced by the amount you owe, or you may be asked to pay the full amount.",What are the consequences of not paying the amounts due under a credit agreement after making a claim?,"If there’s a claim while you owe us money If you have made a claim, or one has been made against you before the date that we cancel the policy you must pay to us (1) all instalment payments that have already fallen due under the credit agreement and remain unpaid, and (2) the total remaining balance under the credit agreement.
If we agree to pay your claim and you have not paid the amounts due to us under (1) and (2) above, we may reduce the amount that we pay in settlement of your claim by the amount that you owe us.
Alternatively, if you are in arrears at the time of the claim, we may refuse your claim.
If you owe us an additional premium We may refuse your claim.
If we agree to allow your claim, we may deduct any additional premium from any claim payment we make to you, or we may proportionately reduce any claim payment.
Your right to cancel the policy or remove any optional cover",0.8866983559152307,"The amount paid in settlement of your claim may be reduced by the amount you owe, or you may be asked to pay the full amount."
39,What are some reasons why the policy might be canceled?,"Failure to cooperate with the insurer, changes in circumstances that affect eligibility for motor insurance, threatening or abusive behavior, and suspected fraud.",What are some reasons why the policy might be canceled?,"# Why we might cancel the policy We’ll only cancel the policy if we have valid reasons for doing so.
For example: - If you’ve failed to co-operate with us, or send us information or documentation as described in your policy, and that has affected our ability to process your claim, or deal with your policy. - If your circumstances have changed in such a way that you no longer meet our criteria for providing motor insurance. - If you’ve used threatening or abusive behaviour or language, or you’ve intimidated or bullied our staff or suppliers. - If we have good reasons to suspect fraud.
Refunding the premium: If we cancel the policy, we’ll charge for the time you’ve had the policy, and refund the rest of the premium. --- # How the policy works continued We won’t refund any premium if you’ve made a claim, or if you’ve had a claim against you if you have chosen to pay by lump-sum.",0.8283245224249949,"Failure to cooperate with the insurer, changes in circumstances that affect eligibility for motor insurance, threatening or abusive behavior, and suspected fraud."
40,What happens if you have not paid the amounts due to the company under (1) and (2) above?,"If you have not paid the amounts due to the company under (1) and (2) above, the company may reduce the amount that they pay in settlement of your claim by the amount that you owe them. Alternatively, they may write to you asking you for the full payment.",What happens if you have not paid the amounts due to the company under (1) and (2) above?,"If there’s a claim while you owe us money If you have made a claim, or one has been made against you before the date that we cancel the policy you must pay to us (1) all instalment payments that have already fallen due under the credit agreement and remain unpaid, and (2) the total remaining balance under the credit agreement.
If we agree to pay your claim and you have not paid the amounts due to us under (1) and (2) above, we may reduce the amount that we pay in settlement of your claim by the amount that you owe us.
Alternatively, if you are in arrears at the time of the claim, we may refuse your claim.
If you owe us an additional premium We may refuse your claim.
If we agree to allow your claim, we may deduct any additional premium from any claim payment we make to you, or we may proportionately reduce any claim payment.
Your right to cancel the policy or remove any optional cover",0.8960753841192399,"If you have not paid the amounts due to the company under (1) and (2) above, the company may reduce the amount that they pay in settlement of your claim by the amount that you owe them.
Alternatively, they may write to you asking you for the full payment."
40,What is the No Claim Discount (NCD)?,The No Claim Discount (NCD) is a discount that the company gives you if you don't claim on your policy. The discount increases the longer you go without making a claim.,What is the No Claim Discount (NCD)?,"If the claim is later settled as not your fault, any refund that is due will be issued once the claim has been closed. # No Claim Discount (NCD) If you don’t claim on your policy, we’ll adjust your renewal premium in line with the NCD scale that we’re using at the time you renew.
However, if you claim on your policy, we may reduce the NCD on this policy. # Sending us proof of your No Claim Discount (NCD) If you tell us that you have earned an NCD, we may ask to see proof of this.
We’ll let you know when you set up your policy.
If you can’t send us acceptable proof, we will remove the NCD years from your policy.
If we gave you a discount for your NCD, this will also be removed which may increase the cost of your cover.
We’ll write to let you know if this happens.
You can either get in touch to pay the extra premium, should you wish to stay with us, or cancel your cover (See ‘Your right to cancel the policy or remove any optional cover’ on page 38).",0.9156945809890884,"The No Claim Discount (NCD) is a discount that the company gives you if you don't claim on your policy.
The discount increases the longer you go without making a claim."
40,What happens if you can't send the company acceptable proof of your NCD?,"If you can't send the company acceptable proof of your NCD, they will remove the NCD years from your policy. If they gave you a discount for your NCD, this will also be removed which may increase the cost of your cover.",What happens if you can't send the company acceptable proof of your NCD?,"If the claim is later settled as not your fault, any refund that is due will be issued once the claim has been closed. # No Claim Discount (NCD) If you don’t claim on your policy, we’ll adjust your renewal premium in line with the NCD scale that we’re using at the time you renew.
However, if you claim on your policy, we may reduce the NCD on this policy. # Sending us proof of your No Claim Discount (NCD) If you tell us that you have earned an NCD, we may ask to see proof of this.
We’ll let you know when you set up your policy.
If you can’t send us acceptable proof, we will remove the NCD years from your policy.
If we gave you a discount for your NCD, this will also be removed which may increase the cost of your cover.
We’ll write to let you know if this happens.
You can either get in touch to pay the extra premium, should you wish to stay with us, or cancel your cover (See ‘Your right to cancel the policy or remove any optional cover’ on page 38).",0.9149430582234396,"If you can't send the company acceptable proof of your NCD, they will remove the NCD years from your policy.
If they gave you a discount for your NCD, this will also be removed which may increase the cost of your cover."
42,How can I make a complaint?,"You can make a complaint by calling 0800 051 0198 if you're in the UK or +44 (0) 141 349 0193 if you're outside the UK. You can also write to Customer Relations Manager, Churchill Court, Westmoreland Road, Bromley BR1 1DP.",How can I make a complaint?,"Independent review If we don’t complete our investigations within 8 weeks of receiving your complaint, or you’re unhappy with our response, you may ask the Financial Ombudsman Service (FOS) to look at your complaint.
This is a free and independent service.
If you decide to contact them, you should do so within 6 months of our response letter.
Referring your case to the FOS will not affect your legal rights.
You can contact them by: - Email: complaint.info@financial-ombudsman.org.uk - Phone: UK: 0300 123 9123 or 0800 023 4567 Abroad: +44 (0) 20 7964 0500 - Writing to: Financial Ombudsman Service, Exchange Tower, London E14 9SR Their website also has a great deal of useful information: www.financial-ombudsman.org.uk If your complaint is to do with your Motor Legal Cover",0.8469090041551006,"You can make a complaint by calling 0800 051 0198 if you're in the UK or +44 (0) 141 349 0193 if you're outside the UK.
You can also write to Customer Relations Manager, Churchill Court, Westmoreland Road, Bromley BR1 1DP."
42,What will happen if my complaint can't be resolved within three working days?,"If your complaint can't be resolved within three working days, we'll contact you to let you know who'll be dealing with it, and what the next steps are. We'll keep you updated regularly.",What will happen if my complaint can't be resolved within three working days?,"|Final Response|If we’ve been unable to resolve your complaint within 3 working days, we’ll send you our Final Response when we’ve completed our investigations.|This is a detailed response, which will outline: - our investigation - the decision - any next steps.
It will also provide information about the Financial Ombudsman Service.| --- # If you’re in an accident",0.9022028230374406,"If your complaint can't be resolved within three working days, we'll contact you to let you know who'll be dealing with it, and what the next steps are.
We'll keep you updated regularly."
42,What is the Financial Ombudsman Service?,The Financial Ombudsman Service (FOS) is an independent service that can help you resolve complaints about financial products and services.,What is the Financial Ombudsman Service?,"|Communication type|When will you get this?|What will it tell you?| |---|---|---| |Summary Resolution|If we’ve been able to resolve your complaint to your satisfaction within 3 working days of receiving your complaint.|It will let you know your complaint has been resolved and tell you about the Financial Ombudsman Service (FOS).| |Acknowledgement|If we’ve been unable to resolve your complaint to your satisfaction within 3 working days of receiving your complaint.|It will let you know our complaint handling process and information about the Financial Ombudsman Service.| |Unable to reach resolution within 8 weeks.|If we’ve been unable to resolve your complaint within 8 weeks.|It will let you know why we aren’t in a position to give you our final response and when we expect to be able to provide this.
We’ll also let you know about your right to contact the Financial Ombudsman Service.|",0.8769655069447397,The Financial Ombudsman Service (FOS) is an independent service that can help you resolve complaints about financial products and services.
43,What is the Financial Ombudsman Service (FOS)?,The Financial Ombudsman Service (FOS) is a free and independent service that can investigate complaints about financial businesses.,What is the Financial Ombudsman Service (FOS)?,"|Communication type|When will you get this?|What will it tell you?| |---|---|---| |Summary Resolution|If we’ve been able to resolve your complaint to your satisfaction within 3 working days of receiving your complaint.|It will let you know your complaint has been resolved and tell you about the Financial Ombudsman Service (FOS).| |Acknowledgement|If we’ve been unable to resolve your complaint to your satisfaction within 3 working days of receiving your complaint.|It will let you know our complaint handling process and information about the Financial Ombudsman Service.| |Unable to reach resolution within 8 weeks.|If we’ve been unable to resolve your complaint within 8 weeks.|It will let you know why we aren’t in a position to give you our final response and when we expect to be able to provide this.
We’ll also let you know about your right to contact the Financial Ombudsman Service.|",0.8699358443200224,The Financial Ombudsman Service (FOS) is a free and independent service that can investigate complaints about financial businesses.
43,How can I contact the FOS?,"You can contact the FOS by email (complaint.info@financial-ombudsman.org.uk), phone (UK: 0300 123 9123 or 0800 023 4567, Abroad: +44 (0) 20 7964 0500), or by writing to Financial Ombudsman Service, Exchange Tower, London E14 9SR.",How can I contact the FOS?,"Independent review If we don’t complete our investigations within 8 weeks of receiving your complaint, or you’re unhappy with our response, you may ask the Financial Ombudsman Service (FOS) to look at your complaint.
This is a free and independent service.
If you decide to contact them, you should do so within 6 months of our response letter.
Referring your case to the FOS will not affect your legal rights.
You can contact them by: - Email: complaint.info@financial-ombudsman.org.uk - Phone: UK: 0300 123 9123 or 0800 023 4567 Abroad: +44 (0) 20 7964 0500 - Writing to: Financial Ombudsman Service, Exchange Tower, London E14 9SR Their website also has a great deal of useful information: www.financial-ombudsman.org.uk If your complaint is to do with your Motor Legal Cover",0.907722410313879,"You can contact the FOS by email (complaint.info@financial-ombudsman.org.uk), phone (UK: 0300 123 9123 or 0800 023 4567, Abroad: +44 (0) 20 7964 0500), or by writing to Financial Ombudsman Service, Exchange Tower, London E14 9SR."
